Store,StoreType,Assortment,CompetitionDistance,CompetitionOpen,CompetitionOpen_missing,Promo2,Promo2OpenSinceMonths,Store_avg_sales,Store_avg_customers
1039,a,other,70.0,271.0,0,1,6.75,8178.802503477052,1041.9151599443671
1038,d,other,17290.0,0.0,0,0,0.0,5890.829824561403,512.9982456140351
1037,a,other,150.0,0.0,1,0,0.0,6937.608516483517,880.0151098901099
1036,d,other,9560.0,0.0,1,1,0.0,4967.426409903714,471.67400275103165
1035,a,other,27150.0,0.0,1,0,0.0,4875.889958734526,579.2132049518569
1034,a,other,13750.0,0.0,0,0,0.0,6509.291609353508,731.735900962861
1033,a,other,7680.0,82.0,0,0,0.0,13826.160054719563,1300.4186046511627
1032,d,other,270.0,0.0,0,1,2.25,9193.470426409904,968.2173314993122
1031,d,other,590.0,140.0,0,0,0.0,4828.50894085282,418.31361760660246
1030,a,other,36410.0,57.0,0,0,0.0,3606.3507565337,332.7042640990371
1029,a,other,1590.0,82.0,0,0,0.0,5411.374140302613,757.283356258597
1028,a,other,150.0,0.0,1,1,0.0,4702.811554332875,547.2847317744154
1021,a,other,1080.0,20.0,0,0,0.0,8822.453277545328,1058.8507670850768
1027,a,other,190.0,55.0,0,1,14.25,13093.021015761822,1661.877408056042
1026,c,other,450.0,19.0,0,1,0.25,9490.821182943604,1183.8762035763411
1025,a,other,720.0,38.0,0,0,0.0,7406.346685082873,865.9654696132596
1024,c,other,1990.0,12.0,0,0,0.0,6141.497948016416,788.7428180574556
1023,c,other,3740.0,131.0,0,1,20.75,6176.36863823934,634.980742778542
1013,a,other,630.0,0.0,0,1,0.0,4012.433287482806,446.45116918844565
1022,a,other,1520.0,0.0,1,0,0.0,7316.37689133425,826.1059147180192
1019,d,other,2740.0,0.0,0,1,33.0,9095.796847635727,757.8213660245184
1018,c,other,140.0,4.0,0,0,0.0,11794.536351165982,1367.5061728395062
1017,c,other,110.0,50.0,0,0,0.0,7253.284916201117,1024.1745810055866
1016,c,other,550.0,0.0,1,1,27.5,5384.299862448418,500.26547455295736
1015,d,other,9910.0,25.0,0,1,22.0,6015.847317744154,492.26822558459423
1014,a,other,210.0,0.0,1,1,0.0,12323.559834938102,1366.8005502063274
1020,a,other,40.0,0.0,0,0,0.0,9050.379972565157,1116.5006858710562
1047,a,other,3750.0,0.0,1,1,37.0,4873.302486187846,526.0511049723757
1011,a,other,490.0,4.0,0,1,19.75,7926.880330123797,953.9339752407153
986,a,other,620.0,0.0,0,1,0.0,6298.086111111111,841.3680555555555
1009,a,other,230.0,102.0,0,1,0.0,4757.201754385965,458.4824561403509
1008,a,other,30.0,28.0,0,0,0.0,5301.549931600547,716.4664842681259
1007,c,other,4180.0,4.0,0,0,0.0,6969.983584131327,816.484268125855
1006,c,other,3890.0,74.0,0,1,0.0,6341.319119669876,866.3672627235213
1005,a,other,6480.0,0.0,1,0,0.0,6195.998624484181,937.6258596973865
1004,d,other,970.0,0.0,1,1,22.0,5114.087719298245,448.9421052631579
1079,a,other,16680.0,0.0,1,1,39.0,8685.40329218107,690.1796982167352
1002,d,other,1130.0,50.0,0,0,0.0,6007.5731874145,714.6429548563611
1001,c,other,19640.0,0.0,1,1,20.75,5383.101508916324,620.9835390946502
1000,a,other,2230.0,44.0,0,1,0.0,7470.010526315789,684.2421052631579
999,d,other,15140.0,131.0,0,1,39.0,9169.47455295736,661.8720770288859
998,a,other,780.0,88.0,0,1,0.0,4291.411034482759,533.6179310344828
997,d,other,5840.0,30.0,0,1,39.0,5160.385459533608,413.47599451303154
996,c,other,2870.0,0.0,0,1,33.0,6451.2801120448175,695.6232492997199
995,d,other,6560.0,0.0,0,0,0.0,9235.708390646492,789.1265474552957
994,a,other,2290.0,18.0,0,1,12.0,4503.288858321871,441.25171939477303
993,d,other,3460.0,0.0,0,1,0.0,7603.554332874828,755.4030261348006
992,a,other,2480.0,270.0,0,0,0.0,5742.104539202201,706.3370013755158
991,a,other,1010.0,0.0,1,0,0.0,5740.381017881706,537.9147180192572
990,d,other,20930.0,0.0,1,0,0.0,6402.105914718019,574.242090784044
989,a,other,1640.0,79.0,0,1,14.25,5219.489473684211,572.8736842105263
988,a,other,30.0,2.0,0,0,0.0,4669.81805745554,717.8372093023256
987,c,other,1690.0,67.0,0,0,0.0,6855.88098495212,870.1326949384405
1046,d,other,29070.0,93.0,0,0,0.0,8659.671251719396,682.8198074277855
985,c,other,490.0,68.0,0,1,33.0,8368.939310344827,774.4468965517242
984,c,other,440.0,0.0,1,1,0.0,6041.734806629835,740.6961325966851
983,a,other,40.0,0.0,0,1,0.0,10377.292243767313,1399.4709141274238
982,d,other,21930.0,0.0,1,0,0.0,8030.92984869326,691.4071526822559
981,d,other,2620.0,122.0,0,0,0.0,7312.375515818432,756.3713892709766
980,a,other,4420.0,88.0,0,0,0.0,7069.301237964237,561.1444291609354
979,a,other,2270.0,86.0,0,1,20.75,6229.259259259259,636.6227709190672
1010,d,other,4610.0,31.0,0,1,31.75,8831.25170998632,808.2722298221614
978,c,other,3890.0,0.0,1,0,0.0,7191.823933975241,973.0206327372765
884,d,other,7550.0,0.0,1,0,0.0,5457.412280701755,524.3789473684211
976,a,other,4180.0,0.0,1,0,0.0,6966.495185694635,719.7056396148556
972,a,other,14960.0,0.0,1,0,0.0,3426.9075500770414,389.29583975346685
971,c,other,1140.0,20.0,0,1,8.75,8237.993055555555,985.7736111111111
970,a,other,910.0,0.0,0,1,39.0,3319.3333333333335,402.9039780521262
969,a,other,600.0,158.0,0,1,0.0,3463.2347083926034,592.8022759601707
968,c,other,1190.0,0.0,1,0,0.0,7176.404401650619,876.6629986244842
967,a,other,3560.0,0.0,0,1,0.0,8671.702888583219,931.9298486932599
966,a,other,760.0,59.0,0,0,0.0,4816.470426409904,612.4346629986245
965,a,other,110.0,0.0,1,0,0.0,8510.078189300411,909.7174211248285
964,a,other,270.0,0.0,1,1,0.0,9804.176388888889,1400.9986111111111
963,a,other,23620.0,0.0,0,0,0.0,10729.037190082645,1017.0757575757576
962,c,other,260.0,0.0,1,0,0.0,6676.794117647059,911.3683473389356
961,d,other,9430.0,0.0,1,0,0.0,6516.207702888583,690.8266850068776
960,d,other,8990.0,0.0,1,1,40.5,6684.958847736625,551.7709190672153
959,a,other,1060.0,85.0,0,0,0.0,7029.746922024624,744.4664842681259
973,d,other,330.0,0.0,1,1,5.25,6386.640990371389,786.9793672627235
958,a,other,440.0,0.0,0,0,0.0,4271.366621067032,566.3994528043776
945,a,other,12480.0,22.0,0,0,0.0,4375.452804377565,532.5690834473324
946,a,other,2220.0,13.0,0,1,0.0,4189.687757909216,533.0797799174691
947,a,other,460.0,0.0,0,1,33.0,8435.623087621696,1145.2809457579972
949,a,other,870.0,82.0,0,0,0.0,5338.835841313269,497.46785225718196
909,a,other,1680.0,0.0,1,1,37.0,10503.312829525483,1013.4358523725834
950,a,other,8460.0,218.0,0,0,0.0,5725.236514522821,562.3029045643153
952,d,other,6300.0,0.0,0,0,0.0,6603.882456140351,532.240350877193
953,a,other,19830.0,81.0,0,1,18.75,5317.718792866941,543.8120713305899
954,a,other,390.0,0.0,0,1,0.0,6977.557083906465,910.3920220082531
955,d,other,1690.0,42.0,0,1,0.0,4688.541953232462,455.44154057771664
956,a,other,2330.0,0.0,0,1,19.75,3902.3411602209944,501.72513812154693
957,d,other,1420.0,2.0,0,0,0.0,7876.764705882353,850.9370725034199
951,d,other,710.0,0.0,1,1,14.25,7739.264099037139,718.3837689133425
944,c,other,1670.0,0.0,0,0,0.0,7987.915184678523,1238.123119015048
974,a,other,150.0,22.0,0,1,0.0,11465.98947368421,1559.2175438596491
943,d,other,18020.0,0.0,1,0,0.0,6942.32462173315,605.3713892709766
942,d,other,6860.0,0.0,1,1,19.75,6014.866941015089,469.04663923182443
938,a,other,2820.0,40.0,0,0,0.0,9386.931600547196,964.4350205198358
937,d,other,2810.0,0.0,1,1,0.0,7191.116598079561,584.6515775034294
936,a,other,580.0,59.0,0,0,0.0,7079.774415405777,896.2503438789546
935,a,other,22350.0,31.0,0,0,0.0,5629.697674418605,600.5581395348837
934,a,other,5460.0,0.0,1,1,20.75,6755.132049518569,681.2599724896836
933,a,other,6270.0,95.0,0,0,0.0,7318.907840440165,907.8734525447043
932,a,other,15700.0,0.0,1,1,33.0,7374.7775831873905,731.4098073555166
931,a,other,1480.0,16.0,0,1,12.0,3526.4717444717444,433.14619164619165
930,a,other,70.0,0.0,1,0,0.0,7154.147180192572,1174.9133425034388
929,a,other,4820.0,0.0,0,0,0.0,5801.175102599179,711.7633378932968
928,d,other,1090.0,0.0,1,1,0.0,8005.488308115543,695.0687757909216
927,a,other,480.0,0.0,1,0,0.0,6549.240277777778,873.6791666666667
926,d,other,5150.0,22.0,0,1,33.0,7235.609353507565,542.5708390646492
940,d,other,6470.0,4.0,0,0,0.0,7219.188445667125,742.7922971114168
925,c,other,470.0,70.0,0,1,12.0,6650.287308228731,1190.8423988842399
923,a,other,280.0,52.0,0,0,0.0,5303.709986320109,637.9028727770178
922,d,other,2110.0,82.0,0,0,0.0,7384.640387275242,714.2600276625172
941,a,other,1200.0,13.0,0,1,0.0,4991.733333333334,553.5982456140351
924,a,other,6420.0,21.0,0,1,12.0,4758.712517193948,452.595598349381
910,d,other,12480.0,0.0,1,1,0.0,5688.242090784044,574.5639614855571
911,a,other,16490.0,0.0,1,0,0.0,9874.29411764706,910.6484268125855
912,c,other,3100.0,32.0,0,0,0.0,5766.413132694938,761.2995896032832
913,a,other,280.0,0.0,1,0,0.0,8888.274861878454,1165.0718232044198
908,a,other,1980.0,30.0,0,1,39.0,4239.008230452675,363.6076817558299
914,c,other,2640.0,21.0,0,1,6.75,9527.830369357045,1138.9425444596443
916,a,other,90.0,2.0,0,0,0.0,5361.8370165745855,705.0842541436464
917,a,other,7240.0,35.0,0,0,0.0,6705.259972489684,744.0261348005502
918,a,other,18710.0,0.0,0,0,0.0,5180.590096286107,554.6616231086657
919,a,other,2620.0,0.0,1,1,37.0,5520.71704745167,677.5289982425307
920,a,other,850.0,11.0,0,1,0.0,5715.222807017544,579.6350877192982
921,a,other,840.0,76.0,0,0,0.0,9523.602475928474,1103.0660247592848
915,d,other,650.0,0.0,0,1,0.0,6296.270175438596,514.161403508772
907,a,other,250.0,0.0,1,0,0.0,6223.07015130674,826.8995873452544
906,a,other,90.0,30.0,0,0,0.0,10933.984910836763,1273.2990397805213
870,a,other,780.0,45.0,0,0,0.0,6923.008344923505,867.8789986091795
904,d,other,570.0,0.0,0,1,20.75,6042.831578947368,517.9228070175438
903,d,other,7290.0,0.0,0,0,0.0,11706.252631578947,819.338596491228
902,a,other,310.0,0.0,0,1,0.0,4963.775438596491,637.0982456140351
901,a,other,3170.0,0.0,0,0,0.0,7236.761969904241,640.8331053351574
900,a,other,3920.0,93.0,0,1,0.0,5783.271929824561,546.2456140350877
899,d,other,2590.0,0.0,1,1,33.0,5275.782668500688,565.3823933975241
898,a,other,18540.0,0.0,1,0,0.0,6603.681755829904,709.9890260631001
897,c,other,3290.0,72.0,0,1,0.0,3508.0674931129474,346.2465564738292
896,a,other,170.0,4.0,0,0,0.0,6924.2722298221615,1088.0519835841312
895,a,other,4150.0,0.0,1,0,0.0,9261.212413793104,879.8524137931034
894,a,other,190.0,2.0,0,0,0.0,8450.4297635605,1036.4339360222532
893,a,other,130.0,0.0,1,1,0.0,6392.664912280702,831.0473684210526
892,a,other,19370.0,129.0,0,0,0.0,7609.104539202201,782.4718019257222
891,a,other,350.0,0.0,1,1,0.0,8016.157458563536,1106.7085635359117
890,a,other,4450.0,0.0,1,1,20.75,5662.966666666666,442.0982456140351
889,d,other,18670.0,85.0,0,0,0.0,4139.275103163686,453.85006877579093
875,d,other,5070.0,62.0,0,1,0.0,5063.379642365887,471.9752407152682
882,a,other,30.0,0.0,0,0,0.0,6632.118549511855,848.1255230125523
888,d,other,4450.0,7.0,0,1,3.5,7929.551299589603,740.2708618331053
887,d,other,19700.0,0.0,1,1,39.0,6868.855555555556,576.9847222222222
886,a,other,12430.0,99.0,0,0,0.0,6400.499312242091,607.4635488308115
885,a,other,480.0,85.0,0,0,0.0,5423.530386740332,727.439226519337
838,d,other,6890.0,0.0,1,1,12.25,7945.445816186557,817.1604938271605
905,a,other,90.0,0.0,0,0,0.0,8653.17469050894,1285.474552957359
883,a,other,3200.0,91.0,0,0,0.0,4774.275103163686,504.62861072902336
873,a,other,2040.0,50.0,0,0,0.0,3842.1320495185696,458.66162310866576
880,a,other,4570.0,0.0,1,0,0.0,7459.164137931035,788.1572413793103
879,d,other,0.0,0.0,1,1,0.0,3722.7350877192985,346.5561403508772
878,d,other,1100.0,0.0,0,0,0.0,8729.573590096286,797.6217331499312
877,a,other,29190.0,0.0,1,0,0.0,6322.545938748335,873.7150466045273
876,a,other,21790.0,93.0,0,1,0.0,9142.968363136177,1016.4924346629987
881,a,other,180.0,58.0,0,1,0.0,4203.532324621733,623.302613480055
977,a,other,520.0,88.0,0,1,33.0,4786.460595446585,512.9299474605955
874,a,other,3210.0,0.0,1,0,0.0,4555.871409028728,508.5389876880985
975,a,other,9630.0,0.0,1,1,20.75,7717.918844566712,746.7482806052269
869,c,other,230.0,135.0,0,1,20.75,5983.522696011004,874.2352132049518
868,d,other,1360.0,89.0,0,1,0.0,9542.504801097393,653.3552812071331
867,d,other,21810.0,4.0,0,0,0.0,4303.076923076923,408.56776556776555
866,d,other,9680.0,0.0,1,1,0.0,6855.9931412894375,485.838134430727
865,d,other,2640.0,0.0,1,0,0.0,7520.313617606603,636.4773039889959
864,a,other,1020.0,3.0,0,1,37.0,4245.44,585.6386206896552
863,a,other,21370.0,26.0,0,0,0.0,7678.549636803874,916.8075060532688
862,a,other,2840.0,34.0,0,1,20.75,8579.287277701778,1123.1285909712722
861,c,other,740.0,0.0,1,1,0.0,3462.7851123595506,506.1699438202247
860,c,other,5980.0,35.0,0,0,0.0,5731.230452674897,728.9657064471879
859,c,other,21770.0,0.0,0,0,0.0,7451.378947368421,723.0157894736842
858,a,other,3370.0,49.0,0,1,0.0,4714.564912280702,415.7035087719298
857,c,other,6270.0,89.0,0,1,0.0,7384.305898491084,921.1961591220851
856,a,other,3020.0,35.0,0,0,0.0,7127.916552667579,959.09439124487
855,a,other,3440.0,0.0,1,1,37.0,5731.051034482759,612.9972413793104
854,c,other,4770.0,0.0,1,1,33.0,6612.011004126547,686.5557083906465
840,a,other,1070.0,40.0,0,0,0.0,7380.56634746922,1063.2243502051983
847,c,other,190.0,0.0,1,1,0.0,7143.853591160221,1018.5538674033149
853,a,other,14040.0,0.0,1,0,0.0,9199.777931034483,1017.591724137931
852,c,other,940.0,105.0,0,1,20.75,4615.3566529492455,585.8175582990398
851,d,other,2330.0,0.0,1,1,0.0,5459.277192982456,471.95438596491226
850,d,other,1120.0,68.0,0,1,0.0,6180.29680998613,655.7725381414701
849,c,other,5000.0,0.0,1,0,0.0,8135.102599179207,891.5718194254446
872,a,other,3860.0,0.0,0,1,0.0,8587.804676753783,829.7661623108665
848,a,other,370.0,66.0,0,1,20.75,6599.018284106892,751.1040787623066
871,d,other,10620.0,0.0,1,0,0.0,6199.882030178326,476.4526748971193
845,d,other,7860.0,86.0,0,1,20.75,4805.208563535912,358.0704419889503
844,a,other,2030.0,4.0,0,1,19.75,4174.3383768913345,456.07840440165063
843,c,other,60.0,81.0,0,0,0.0,9469.079343365252,1121.6853625171
842,d,other,1200.0,62.0,0,0,0.0,18386.622807017542,1145.6421052631579
841,a,other,27650.0,101.0,0,0,0.0,2998.2806052269602,414.85144429160937
846,a,other,8860.0,105.0,0,1,39.0,9210.283356258597,868.1843191196699
1114,a,other,870.0,0.0,1,0,0.0,20518.232558139534,3186.3324213406295
653,d,other,7520.0,0.0,0,1,37.0,5910.4718019257225,501.9518569463549
660,a,other,1200.0,74.0,0,1,0.0,4549.275438596491,493.54035087719296
834,a,other,3470.0,10.0,0,0,0.0,5850.816689466485,639.6087551299589
833,d,other,3290.0,157.0,0,1,27.5,5508.390646492435,507.30674002751033
832,d,other,5070.0,0.0,1,1,37.0,6526.207133058985,553.8271604938271
831,a,other,800.0,67.0,0,0,0.0,12671.28060522696,1579.152682255846
830,a,other,6320.0,0.0,1,1,23.0,6150.964236588721,526.5900962861073
829,c,other,110.0,0.0,1,0,0.0,5928.211248285323,792.2578875171467
828,d,other,3290.0,0.0,0,0,0.0,5192.62310866575,588.302613480055
827,a,other,250.0,96.0,0,0,0.0,12571.383561643835,1640.7917808219179
826,a,other,7980.0,91.0,0,0,0.0,8821.5773480663,773.1726519337017
825,a,other,380.0,20.0,0,1,0.0,4512.187719298246,533.4438596491228
824,a,other,17570.0,0.0,1,0,0.0,6785.114911080711,857.984952120383
823,a,other,16210.0,26.0,0,0,0.0,5776.435020519836,569.2476060191518
822,a,other,410.0,26.0,0,1,24.25,7755.829001367989,640.4870041039671
821,a,other,1700.0,40.0,0,0,0.0,6926.499316005472,851.3187414500684
835,a,other,2890.0,61.0,0,1,0.0,5148.0557880055785,659.8953974895397
820,a,other,1650.0,0.0,1,1,0.0,12081.88245614035,1094.2666666666667
807,a,other,3870.0,57.0,0,0,0.0,9793.696844993141,981.7489711934156
808,a,other,18620.0,0.0,1,1,40.5,7260.790921595599,601.3452544704264
809,a,other,12770.0,147.0,0,0,0.0,9348.840440165062,801.9229711141678
810,d,other,9640.0,0.0,0,0,0.0,5923.8390646492435,489.1471801925722
811,a,other,410.0,4.0,0,0,0.0,4127.722298221614,682.6703146374829
770,a,other,100.0,0.0,0,0,0.0,6585.6492434663,747.9257221458047
812,d,other,2590.0,4.0,0,0,0.0,6361.874828060522,778.4291609353508
814,d,other,24530.0,0.0,0,0,0.0,8459.048010973936,695.360768175583
815,a,other,590.0,1356.0,0,1,0.0,8578.559649122806,834.1157894736842
816,c,other,460.0,0.0,1,0,0.0,5157.815680880331,747.3177441540578
817,a,other,140.0,82.0,0,0,0.0,21784.030095759234,3137.186046511628
818,d,other,490.0,0.0,1,1,27.5,6081.598079561042,633.5500685871057
819,a,other,720.0,0.0,0,0,0.0,6098.99316005472,542.2010943912449
813,a,other,1560.0,112.0,0,0,0.0,5792.176551724138,649.8455172413793
806,d,other,260.0,0.0,1,1,25.25,6789.054385964912,526.5
698,a,other,1790.0,20.0,0,0,0.0,15464.180574555403,1932.3707250341997
805,d,other,24770.0,15.0,0,1,0.0,6122.7350877192985,578.0684210526316
804,c,other,2100.0,0.0,1,1,0.0,4892.650877192982,440.35263157894735
799,a,other,2700.0,0.0,1,0,0.0,9888.66712517194,901.2104539202201
798,a,other,9560.0,141.0,0,0,0.0,7464.510316368638,903.687757909216
797,a,other,2090.0,3.0,0,1,0.0,4113.008771929824,408.4824561403509
796,a,other,7180.0,2.0,0,0,0.0,7200.248968363137,667.2503438789546
795,d,other,510.0,0.0,1,1,27.5,4546.773039889958,468.6767537826685
794,c,other,5090.0,76.0,0,0,0.0,3067.4828060522696,522.0261348005502
793,d,other,2710.0,78.0,0,0,0.0,4808.484181568088,457.35900962861075
792,d,other,17280.0,39.0,0,1,19.75,7399.803301237965,694.9147180192572
791,a,other,5950.0,69.0,0,0,0.0,7579.760660247593,806.111416781293
790,d,other,9070.0,109.0,0,0,0.0,7433.102880658436,682.5445816186557
789,a,other,9770.0,114.0,0,0,0.0,3346.59724137931,467.8096551724138
788,a,other,1530.0,0.0,0,0,0.0,17955.162790697676,1721.4090287277702
787,c,other,3210.0,43.0,0,0,0.0,10210.924346629987,1145.0247592847318
802,a,other,910.0,0.0,1,1,18.75,6826.481532147743,523.8549931600547
786,a,other,290.0,74.0,0,1,0.0,3579.0068775790924,556.2943603851444
784,a,other,560.0,0.0,0,1,0.0,7810.217331499312,833.0522696011004
783,d,other,15490.0,0.0,1,0,0.0,6840.251028806584,679.3484224965706
803,d,other,1760.0,0.0,1,1,0.0,6053.984658298466,494.0655509065551
785,d,other,970.0,90.0,0,1,0.0,6436.387895460798,558.0508940852819
771,a,other,20640.0,64.0,0,0,0.0,6686.91052631579,686.9122807017544
772,d,other,1850.0,0.0,1,0,0.0,3552.035616438356,486.3054794520548
773,a,other,200.0,0.0,1,0,0.0,5746.9821673525375,794.1838134430727
774,a,other,640.0,0.0,0,0,0.0,5492.715458276334,714.9972640218879
775,d,other,6970.0,85.0,0,1,18.75,8694.28596491228,623.0543859649123
777,d,other,8250.0,99.0,0,1,0.0,3948.43878954608,348.5130674002751
778,a,other,340.0,115.0,0,1,0.0,5911.956140350877,805.3280701754386
779,a,other,16990.0,105.0,0,0,0.0,7121.335625859698,701.3892709766162
